date,equity
2026-02-13,1300972.428540747
2026-02-18,1276806.2322778744
2026-02-19,1303498.641633836
2026-02-20,1307816.8218755333
2026-02-23,1276894.5044635776
2026-02-24,1284513.1122134745
2026-02-25,1271110.2483789155
2026-02-26,1252289.5162619767
2026-02-27,1227982.1201553186
2026-03-02,1236638.6218302627
2026-03-03,1201203.6799937284
2026-03-04,1213946.058914866
2026-03-05,1211447.6153933373
2026-03-06,1213789.326380429
2026-03-09,1221988.2702495519
2026-03-10,1249847.3790485724
2026-03-11,1285026.3512548525
2026-03-12,1259877.9146366697
2026-03-13,1238124.2696346801
2026-03-16,1228009.8616667083
2026-03-17,1244588.4704472579
2026-03-18,1250724.2847124336
2026-03-19,1272623.5945325573
2026-03-20,1253667.9493004705
2026-03-23,1276556.9854927398
2026-03-25,1288210.64028723
2026-03-26,1277773.888698785
2026-03-27,1269566.9230625376
2026-03-30,1289379.9316388892
2026-03-31,1338018.5398669834
2026-04-01,1337714.2979372165
2026-04-06,1344058.4208721274
2026-04-07,1334483.7890637987
2026-04-08,1351258.5314527722
2026-04-09,1343844.2764829765
2026-04-10,1339624.6226219898
2026-04-13,1344653.2196775225
2026-04-14,1335656.7759437459
2026-04-15,1326421.644559676
2026-04-16,1327306.3732428318
2026-04-17,1312735.2515752253
2026-04-20,1319009.1798821818
2026-04-21,1315381.6655456687
2026-04-22,1301697.2661507244
2026-04-23,1278594.860041107
2026-04-24,1269038.6237957512
2026-04-27,1263505.2192902726
2026-04-28,1271321.2171210027
2026-04-29,1263918.279942799
2026-04-30,1256547.2350519497
2026-05-01,1233288.0066891946
2026-05-04,1241542.6814671461
2026-05-05,1245587.4192182953
2026-05-06,1287681.80772695
2026-05-07,1279994.5853318789
2026-05-08,1256941.3685762775
2026-05-11,1274231.692368233
2026-05-12,1261255.315908437
2026-05-13,1246335.3224834593
2026-05-14,1251768.5792010468
2026-05-15,1234260.6228228242
2026-05-18,1258772.8525288517
2026-05-19,1249481.8376762955
2026-05-20,1256929.7033030125
2026-05-21,1275284.3330159078
2026-05-22,1266120.5084590393
2026-05-25,1265925.795929386
2026-05-26,1275539.8010495543
2026-05-27,1295596.2607908351
2026-05-28,1297008.045335996
2026-05-29,1306022.4987227945
2026-06-01,1315046.2191812124
2026-06-02,1302483.2243798668
2026-06-03,1291820.3186629575
2026-06-04,1301172.9677861826
